yaw_angle,Time(s),rotor power (W)
285,20250.352301,2088305.64821
285,20250.402301,2097039.67851
285,20250.452301,2085519.05428
285,20250.502301,2030970.37973
285,20250.552301,1938489.53301
285,20250.602301,1961939.84948
285,20250.652301,2022617.62282
285,20250.702301,2053605.6692
285,20250.752301,2015683.82164
285,20250.802301,1945295.24892
285,20250.852301,1867376.79822
285,20250.902301,1836181.78611
285,20250.952301,1877978.57881
285,20251.002301,1905330.25897
285,20251.052301,1972472.91019
285,20251.102301,2022830.95947
285,20251.152301,2063082.48165
285,20251.202301,2020621.18795
285,20251.252301,2057016.63181
285,20251.302301,2043475.63102
285,20251.352301,2067614.40118
285,20251.402301,2021927.39579
285,20251.452301,2005801.52166
285,20251.502301,1928453.74101
285,20251.552301,1915909.90129
285,20251.602301,1938110.00499
285,20251.652301,2084222.41666
285,20251.702301,2085074.25015
285,20251.752301,2139246.18704
285,20251.802301,2050791.00347
285,20251.852301,2030647.62792
285,20251.902301,2059033.17935
285,20251.952301,2041513.03834
285,20252.002301,2010393.60154
285,20252.052301,2076560.36297
285,20252.102301,2144105.64612
285,20252.152301,2210417.38148
285,20252.202301,2246181.17099
285,20252.252301,2156519.36988
285,20252.302301,2120464.55353
285,20252.352301,2124814.40911
285,20252.402301,2076993.9235
285,20252.452301,2045713.33138
285,20252.502301,2221404.07185
285,20252.552301,2282923.7966
285,20252.602301,2299860.04917
285,20252.652301,2276148.48476
285,20252.702301,2222076.73065
285,20252.752301,2144828.85225
285,20252.802301,2160072.20646
285,20252.852301,2206788.58699
285,20252.902301,2147135.46263
